,label
2016-01-05 11:22:00.000,-1
2016-01-05 11:23:01.000,-1
2016-01-05 11:24:01.000,-1
2016-01-05 11:25:00.000,-1
2016-01-05 11:26:02.500,-1
2016-01-05 11:27:00.500,-1
2016-01-05 11:28:00.500,-1
2016-01-05 11:29:00.000,-1
2016-01-05 13:00:00.500,-1
2016-01-05 13:01:00.000,-1
2016-01-05 13:02:00.000,-1
2016-01-05 13:03:00.500,-1
2016-01-05 13:04:00.000,-1
2016-01-05 13:05:00.000,-1
2016-01-05 13:06:01.500,-1
2016-01-05 13:07:00.000,-1
2016-01-05 13:08:00.500,-1
2016-01-05 13:09:00.500,-1
2016-01-05 13:10:02.500,-1
2016-01-05 13:11:00.500,-1
2016-01-05 13:12:03.500,-1
2016-01-05 13:13:00.000,-1
2016-01-05 13:14:01.500,-1
2016-01-05 13:15:02.500,-1
2016-01-05 13:16:00.500,-1
2016-01-05 13:17:00.000,-1
2016-01-05 13:18:00.000,-1
2016-01-05 13:19:00.500,0
2016-01-05 13:20:00.000,0
2016-01-05 13:21:00.500,0
2016-01-05 13:22:00.000,0
2016-01-05 13:23:00.500,1
2016-01-05 13:24:00.000,1
2016-01-05 13:25:00.000,1
2016-01-05 13:26:00.000,1
2016-01-05 13:27:00.500,1
2016-01-05 13:28:00.000,1
2016-01-05 13:29:00.000,1
2016-01-05 13:30:00.500,1
2016-01-05 13:31:00.000,1
2016-01-05 13:32:00.000,1
2016-01-05 13:33:00.000,1
2016-01-05 13:34:00.000,0
2016-01-05 13:35:00.000,0
2016-01-05 13:36:00.500,0
2016-01-05 13:37:00.000,0
2016-01-05 13:38:00.500,0
2016-01-05 13:39:00.000,-1
2016-01-05 13:40:00.000,-1
2016-01-05 13:41:00.500,-1
2016-01-05 13:42:00.000,-1
2016-01-05 13:43:01.000,-1
2016-01-05 13:44:01.000,-1
2016-01-05 13:45:00.500,-1
2016-01-05 13:46:00.000,-1
2016-01-05 13:47:00.000,-1
2016-01-05 13:48:00.500,-1
2016-01-05 13:49:00.000,-1
2016-01-05 13:50:01.500,-1
2016-01-05 13:51:00.000,-1
2016-01-05 13:52:00.000,-1
2016-01-05 13:53:00.000,-1
2016-01-05 13:54:00.000,-1
2016-01-05 13:55:00.000,-1
2016-01-05 13:56:00.000,-1
2016-01-05 13:57:00.000,-1
2016-01-05 13:58:00.000,-1
2016-01-05 13:59:02.000,-1
2016-01-05 14:00:00.000,-1
2016-01-05 14:01:00.000,0
2016-01-05 14:02:00.000,1
2016-01-05 14:03:00.000,1
2016-01-05 14:04:03.000,1
2016-01-05 14:05:00.000,1
2016-01-05 14:06:00.000,1
2016-01-05 14:07:00.000,1
2016-01-05 14:08:00.500,1
2016-01-05 14:09:00.000,1
2016-01-05 14:10:00.000,1
2016-01-05 14:11:00.000,1
2016-01-05 14:12:00.000,1
2016-01-05 14:13:00.000,1
2016-01-05 14:14:00.000,1
2016-01-05 14:15:00.000,1
2016-01-05 14:16:00.000,1
2016-01-05 14:17:00.000,1
2016-01-05 14:18:00.000,1
2016-01-05 14:19:00.000,1
2016-01-05 14:20:00.000,1
2016-01-05 14:21:00.000,1
2016-01-05 14:22:04.000,1
2016-01-05 14:23:00.000,1
2016-01-05 14:24:00.000,1
2016-01-05 14:25:00.000,1
2016-01-05 14:26:00.000,1
2016-01-05 14:27:00.000,1
2016-01-05 14:28:00.000,1
2016-01-05 14:29:00.000,0
2016-01-05 14:30:00.500,0
2016-01-05 14:31:01.000,0
2016-01-05 14:32:00.500,0
2016-01-05 14:33:00.000,0
2016-01-05 14:34:00.000,-1
2016-01-05 14:35:00.000,-1
2016-01-05 14:36:00.000,0
2016-01-05 14:37:00.000,0
2016-01-05 14:38:00.000,0
2016-01-05 14:39:00.000,1
2016-01-05 14:40:00.000,1
2016-01-05 14:41:00.000,1
2016-01-05 14:42:00.000,1
2016-01-05 14:43:00.500,1
2016-01-05 14:44:00.000,1
2016-01-05 14:45:01.000,1
2016-01-05 14:46:00.500,1
2016-01-05 14:47:00.000,1
2016-01-05 14:48:00.500,1
2016-01-05 14:49:00.000,1
2016-01-05 14:50:00.000,1
2016-01-05 14:51:00.000,1
2016-01-05 14:52:01.000,1
2016-01-05 14:53:00.000,1
2016-01-05 14:54:00.500,1
2016-01-05 14:55:01.000,1
2016-01-05 14:56:00.000,1
2016-01-05 14:57:00.000,1
2016-01-05 14:58:00.000,1
2016-01-05 14:59:00.000,1
2016-01-05 15:00:00.000,1
2016-01-06 09:30:00.300,1
2016-01-06 09:31:00.300,1
2016-01-06 09:32:00.300,1
2016-01-06 09:33:00.300,1
2016-01-06 09:34:00.300,1
2016-01-06 09:35:00.300,1
2016-01-06 09:36:00.300,1
2016-01-06 09:37:00.300,1
2016-01-06 09:38:00.300,1
2016-01-06 09:39:00.300,1
2016-01-06 09:40:00.300,1
2016-01-06 09:41:00.300,1
2016-01-06 09:42:00.300,1
2016-01-06 09:43:00.300,1
2016-01-06 09:44:00.300,0
2016-01-06 09:45:00.300,0
2016-01-06 09:46:00.300,0
2016-01-06 09:47:00.300,0
2016-01-06 09:48:00.300,0
2016-01-06 09:49:00.300,0
2016-01-06 09:50:00.300,0
2016-01-06 09:51:00.300,0
2016-01-06 09:52:00.300,0
2016-01-06 09:53:00.300,0
2016-01-06 09:54:01.300,0
2016-01-06 09:55:00.300,0
2016-01-06 09:56:00.300,0
2016-01-06 09:57:00.300,0
2016-01-06 09:58:00.300,0
2016-01-06 09:59:00.300,0
2016-01-06 10:00:00.300,0
2016-01-06 10:01:00.300,0
2016-01-06 10:02:00.300,1
2016-01-06 10:03:00.800,1
2016-01-06 10:04:00.300,1
2016-01-06 10:05:00.300,1
2016-01-06 10:06:00.300,1
2016-01-06 10:07:00.300,0
2016-01-06 10:08:00.300,0
2016-01-06 10:09:00.300,0
2016-01-06 10:10:00.300,0
2016-01-06 10:11:00.300,0
2016-01-06 10:12:00.300,0
2016-01-06 10:13:01.300,-1
2016-01-06 10:14:01.300,-1
2016-01-06 10:15:01.300,-1
2016-01-06 10:16:00.300,-1
2016-01-06 10:17:00.800,-1
2016-01-06 10:18:00.300,-1
2016-01-06 10:19:00.300,-1
2016-01-06 10:20:00.300,-1
2016-01-06 10:21:00.300,-1
2016-01-06 10:22:00.800,-1
2016-01-06 10:23:00.300,-1
2016-01-06 10:24:00.300,-1
2016-01-06 10:25:00.300,-1
2016-01-06 10:26:00.800,-1
2016-01-06 10:27:00.300,-1
2016-01-06 10:28:00.300,-1
2016-01-06 10:29:01.800,-1
2016-01-06 10:30:00.300,-1
2016-01-06 10:31:00.300,-1
2016-01-06 10:32:00.800,-1
2016-01-06 10:33:00.800,-1
2016-01-06 10:34:00.300,0
2016-01-06 10:35:00.300,0
2016-01-06 10:36:00.300,0
2016-01-06 10:37:00.300,0
2016-01-06 10:38:00.300,0
2016-01-06 10:39:00.300,0
2016-01-06 10:40:00.800,0
2016-01-06 10:41:00.300,1
2016-01-06 10:42:00.300,1
2016-01-06 10:43:00.800,1
2016-01-06 10:44:00.300,1
2016-01-06 10:45:00.300,1
2016-01-06 10:46:00.300,1
2016-01-06 10:47:00.300,1
2016-01-06 10:48:00.800,1
2016-01-06 10:49:01.300,1
2016-01-06 10:50:00.300,1
2016-01-06 10:51:00.300,1
2016-01-06 10:52:00.300,1
2016-01-06 10:53:00.300,1
2016-01-06 10:54:00.800,1
2016-01-06 10:55:00.300,1
2016-01-06 10:56:00.300,1
2016-01-06 10:57:00.300,1
2016-01-06 10:58:00.300,1
2016-01-06 10:59:00.300,1
2016-01-06 11:00:00.300,1
2016-01-06 11:01:00.300,1
2016-01-06 11:02:00.800,1
2016-01-06 11:03:00.300,1
2016-01-06 11:04:01.300,0
2016-01-06 11:05:01.800,0
2016-01-06 11:06:00.300,0
2016-01-06 11:07:00.300,0
2016-01-06 11:08:00.800,0
2016-01-06 11:09:01.300,-1
2016-01-06 11:10:00.300,-1
2016-01-06 11:11:00.800,-1
2016-01-06 11:12:01.300,-1
2016-01-06 11:13:00.800,-1
2016-01-06 11:14:00.300,-1
2016-01-06 11:15:00.300,-1
2016-01-06 11:16:03.300,-1
2016-01-06 11:17:00.800,-1
2016-01-06 11:18:00.800,-1
2016-01-06 11:19:00.300,-1
2016-01-06 11:20:00.300,-1
2016-01-06 11:21:00.300,0
2016-01-06 11:22:00.300,0
2016-01-06 11:23:00.800,0
2016-01-06 11:24:01.800,1
2016-01-06 11:25:00.300,1
2016-01-06 11:26:00.300,1
2016-01-06 11:27:01.800,1
2016-01-06 11:28:00.300,1
2016-01-06 11:29:00.800,1
2016-01-06 13:00:00.300,1
2016-01-06 13:01:00.300,1
2016-01-06 13:02:00.300,1
2016-01-06 13:03:00.800,1
2016-01-06 13:04:00.300,1
2016-01-06 13:05:00.800,1
2016-01-06 13:06:00.300,1
2016-01-06 13:07:00.300,1
2016-01-06 13:08:00.300,1
2016-01-06 13:09:01.300,1
2016-01-06 13:10:00.300,1
2016-01-06 13:11:00.300,1
2016-01-06 13:12:00.300,1
2016-01-06 13:13:01.800,1
2016-01-06 13:14:00.300,1
2016-01-06 13:15:02.800,1
2016-01-06 13:16:00.800,1
2016-01-06 13:17:00.800,1
2016-01-06 13:18:00.300,1
2016-01-06 13:19:00.800,1
2016-01-06 13:20:00.800,1
2016-01-06 13:21:00.300,1
2016-01-06 13:22:00.300,1
2016-01-06 13:23:00.300,1
2016-01-06 13:24:00.300,1
2016-01-06 13:25:00.300,1
2016-01-06 13:26:00.300,1
2016-01-06 13:27:00.300,1
2016-01-06 13:28:00.300,1
2016-01-06 13:29:00.800,1
2016-01-06 13:30:00.300,1
2016-01-06 13:31:00.300,1
2016-01-06 13:32:01.300,1
2016-01-06 13:33:00.300,1
2016-01-06 13:34:00.300,1
2016-01-06 13:35:01.800,1
2016-01-06 13:36:00.300,1
2016-01-06 13:37:00.300,1
2016-01-06 13:38:00.300,1
2016-01-06 13:39:00.300,1
2016-01-06 13:40:00.300,1
2016-01-06 13:41:00.300,1
2016-01-06 13:42:00.300,0
2016-01-06 13:43:00.300,0
2016-01-06 13:44:00.300,0
2016-01-06 13:45:00.300,0
2016-01-06 13:46:00.300,0
2016-01-06 13:47:00.300,1
2016-01-06 13:48:00.800,1
2016-01-06 13:49:00.300,1
2016-01-06 13:50:00.800,1
2016-01-06 13:51:00.300,1
2016-01-06 13:52:00.300,1
2016-01-06 13:53:00.300,1
2016-01-06 13:54:00.300,1
2016-01-06 13:55:00.300,1
2016-01-06 13:56:00.300,1
2016-01-06 13:57:00.300,1
2016-01-06 13:58:00.800,1
2016-01-06 13:59:00.300,1
2016-01-06 14:00:00.300,1
2016-01-06 14:01:00.300,1
2016-01-06 14:02:00.300,1
2016-01-06 14:03:00.800,1
2016-01-06 14:04:00.300,1
2016-01-06 14:05:00.300,1
2016-01-06 14:06:00.300,1
2016-01-06 14:07:00.300,1
2016-01-06 14:08:00.300,1
2016-01-06 14:09:00.300,1
2016-01-06 14:10:00.300,1
2016-01-06 14:11:00.300,0
2016-01-06 14:12:00.300,0
2016-01-06 14:13:00.800,0
2016-01-06 14:14:00.800,0
2016-01-06 14:15:00.300,0
2016-01-06 14:16:00.300,0
2016-01-06 14:17:00.300,-1
2016-01-06 14:18:00.300,-1
2016-01-06 14:19:00.300,-1
2016-01-06 14:20:00.300,-1
2016-01-06 14:21:00.300,-1
2016-01-06 14:22:00.300,-1
2016-01-06 14:23:00.300,-1
2016-01-06 14:24:00.300,-1
2016-01-06 14:25:00.800,-1
2016-01-06 14:26:00.300,-1
2016-01-06 14:27:00.300,-1
2016-01-06 14:28:00.300,-1
2016-01-06 14:29:00.300,-1
2016-01-06 14:30:00.300,-1
2016-01-06 14:31:01.800,-1
2016-01-06 14:32:00.300,-1
2016-01-06 14:33:00.300,-1
2016-01-06 14:34:00.300,-1
2016-01-06 14:35:01.300,-1
2016-01-06 14:36:00.300,-1
2016-01-06 14:37:00.300,-1
2016-01-06 14:38:00.300,-1
2016-01-06 14:39:00.300,-1
2016-01-06 14:40:00.300,-1
2016-01-06 14:41:02.300,-1
2016-01-06 14:42:00.300,-1
2016-01-06 14:43:00.300,-1
2016-01-06 14:44:00.300,-1
2016-01-06 14:45:00.300,-1
2016-01-06 14:46:00.300,-1
2016-01-06 14:47:00.800,-1
2016-01-06 14:48:00.300,-1
2016-01-06 14:49:00.300,-1
2016-01-06 14:50:00.300,-1
2016-01-06 14:51:00.300,-1
2016-01-06 14:52:00.800,-1
2016-01-06 14:53:00.300,-1
2016-01-06 14:54:00.300,-1
2016-01-06 14:55:00.300,-1
2016-01-06 14:56:00.300,-1
2016-01-06 14:57:00.300,-1
2016-01-06 14:58:00.300,-1
2016-01-06 14:59:00.300,-1
2016-01-07 09:30:00.200,-1
2016-01-07 09:31:00.700,-1
2016-01-07 09:32:00.200,-1
2016-01-07 09:33:00.200,-1
2016-01-07 09:34:00.200,-1
2016-01-07 09:35:00.200,-1
2016-01-07 09:36:00.200,-1
2016-01-07 09:37:00.200,-1
2016-01-07 09:38:00.200,-1
2016-01-07 09:39:00.200,-1
2016-01-07 09:40:00.200,-1
2016-01-07 09:41:00.200,-1
2016-01-07 09:42:00.200,-1
2016-01-07 09:57:39.200,-1
2016-01-07 09:58:00.200,-1
2016-01-08 09:30:00.300,-1
2016-01-08 09:31:00.300,-1
2016-01-08 09:32:00.300,-1
2016-01-08 09:33:00.300,-1
2016-01-08 09:34:00.800,0
2016-01-08 09:35:00.300,0
2016-01-08 09:36:00.300,1
2016-01-08 09:37:00.300,1
2016-01-08 09:38:00.300,1
2016-01-08 09:39:00.300,1
2016-01-08 09:40:00.300,1
2016-01-08 09:41:00.300,1
2016-01-08 09:42:00.300,1
2016-01-08 09:43:00.300,1
2016-01-08 09:44:00.300,1
2016-01-08 09:45:00.300,1
2016-01-08 09:46:00.300,1
2016-01-08 09:47:00.300,1
2016-01-08 09:48:00.300,1
2016-01-08 09:49:00.300,1
2016-01-08 09:50:00.300,1
2016-01-08 09:51:00.300,1
2016-01-08 09:52:00.300,1
2016-01-08 09:53:00.300,1
2016-01-08 09:54:00.300,1
2016-01-08 09:55:00.300,1
2016-01-08 09:56:00.300,1
2016-01-08 09:57:00.300,1
2016-01-08 09:58:00.300,1
2016-01-08 09:59:00.300,1
2016-01-08 10:00:00.800,1
2016-01-08 10:01:00.300,1
2016-01-08 10:02:00.300,1
2016-01-08 10:03:00.300,1
2016-01-08 10:04:00.300,1
2016-01-08 10:05:00.800,1
2016-01-08 10:06:00.300,1
2016-01-08 10:07:00.300,1
2016-01-08 10:08:00.300,1
2016-01-08 10:09:00.800,1
2016-01-08 10:10:00.300,1
2016-01-08 10:11:00.300,1
2016-01-08 10:12:00.800,0
2016-01-08 10:13:00.300,1
2016-01-08 10:14:00.300,0
2016-01-08 10:15:00.300,0
2016-01-08 10:16:03.800,0
2016-01-08 10:17:00.300,0
2016-01-08 10:18:00.300,0
2016-01-08 10:19:00.300,0
2016-01-08 10:20:00.300,0
2016-01-08 10:21:01.300,0
2016-01-08 10:22:00.800,0
2016-01-08 10:23:00.800,0
2016-01-08 10:24:00.300,0
2016-01-08 10:25:00.300,0
2016-01-08 10:26:00.800,0
2016-01-08 10:27:00.300,0
2016-01-08 10:28:00.300,-1
2016-01-08 10:29:00.800,-1
2016-01-08 10:30:00.800,-1
2016-01-08 10:31:00.300,-1
2016-01-08 10:32:00.300,-1
2016-01-08 10:33:00.300,-1
2016-01-08 10:34:00.800,-1
2016-01-08 10:35:00.800,-1
2016-01-08 10:36:00.800,-1
2016-01-08 10:37:01.800,-1
2016-01-08 10:38:00.800,-1
2016-01-08 10:39:00.300,-1
2016-01-08 10:40:01.300,0
2016-01-08 10:41:00.800,0
2016-01-08 10:42:00.300,0
2016-01-08 10:43:00.800,1
2016-01-08 10:44:00.300,1
2016-01-08 10:45:01.300,1
2016-01-08 10:46:00.300,1
2016-01-08 10:47:00.300,1
2016-01-08 10:48:00.300,1
2016-01-08 10:49:00.300,1
2016-01-08 10:50:00.300,1
2016-01-08 10:51:00.300,1
2016-01-08 10:52:00.300,1
2016-01-08 10:53:00.800,1
2016-01-08 10:54:00.300,1
2016-01-08 10:55:00.300,1
2016-01-08 10:56:00.800,1
2016-01-08 10:57:00.300,1
2016-01-08 10:58:00.300,1
2016-01-08 10:59:00.300,1
2016-01-08 11:00:00.300,1
2016-01-08 11:01:01.300,1
2016-01-08 11:02:00.800,1
2016-01-08 11:03:00.800,1
2016-01-08 11:04:00.300,1
2016-01-08 11:05:00.300,1
2016-01-08 11:06:00.300,1
2016-01-08 11:07:00.300,1
2016-01-08 11:08:00.800,1
2016-01-08 11:09:00.800,1
2016-01-08 11:10:00.300,1
2016-01-08 11:11:00.300,1
2016-01-08 11:12:01.300,1
2016-01-08 11:13:01.300,1
2016-01-08 11:14:00.800,1
2016-01-08 11:15:00.300,1
2016-01-08 11:16:00.300,1
2016-01-08 11:17:00.800,1
2016-01-08 11:18:00.800,1
2016-01-08 11:19:03.800,1
2016-01-08 11:20:00.800,1
2016-01-08 11:21:00.300,1
2016-01-08 11:22:00.300,1
2016-01-08 11:23:00.300,1
2016-01-08 11:24:00.300,1
2016-01-08 11:25:00.300,1
2016-01-08 11:26:00.300,1
2016-01-08 11:27:00.300,1
2016-01-08 11:28:00.300,1
2016-01-08 11:29:00.300,1
2016-01-08 11:30:00.300,1
2016-01-08 13:00:00.300,1
2016-01-08 13:01:00.300,1
2016-01-08 13:02:00.300,1
2016-01-08 13:03:00.300,1
2016-01-08 13:04:03.800,1
2016-01-08 13:05:01.800,1
2016-01-08 13:06:00.300,1
2016-01-08 13:07:01.300,1
2016-01-08 13:08:00.300,1
2016-01-08 13:09:00.300,1
2016-01-08 13:10:01.300,1
2016-01-08 13:11:00.300,1
2016-01-08 13:12:00.300,1
2016-01-08 13:13:00.300,1
2016-01-08 13:14:01.300,1
2016-01-08 13:15:00.300,1
2016-01-08 13:16:00.300,1
2016-01-08 13:17:00.300,1
2016-01-08 13:18:00.800,1
2016-01-08 13:19:00.800,1
2016-01-08 13:20:00.300,0
2016-01-08 13:21:00.800,0
2016-01-08 13:22:00.300,0
2016-01-08 13:23:00.300,-1
2016-01-08 13:24:00.300,-1
2016-01-08 13:25:00.300,-1
2016-01-08 13:26:00.300,-1
2016-01-08 13:27:00.800,-1
2016-01-08 13:28:00.800,-1
2016-01-08 13:29:00.300,-1
2016-01-08 13:30:00.300,-1
2016-01-08 13:31:00.300,-1
2016-01-08 13:32:00.300,-1
2016-01-08 13:33:00.800,-1
2016-01-08 13:34:00.300,-1
2016-01-08 13:35:00.800,-1
2016-01-08 13:36:00.300,-1
2016-01-08 13:37:00.800,-1
2016-01-08 13:38:00.300,-1
2016-01-08 13:39:00.300,-1
2016-01-08 13:40:00.300,-1
2016-01-08 13:41:00.300,-1
2016-01-08 13:42:01.300,-1
2016-01-08 13:43:00.800,-1
2016-01-08 13:44:00.800,-1
2016-01-08 13:45:00.800,-1
2016-01-08 13:46:00.300,-1
2016-01-08 13:47:00.300,-1
